,CSUSHPISA,MORTGAGE30US,REAINTRATREARAT10Y,PSAVERT,CURRCIR,M2SL,INDPRO,UNRATE,CIVPART,CPIAUCSL,MICH,PCE,DSPIC96,TTLHHM156N,TOTALSL,DPSACBW027SBOG,MSACSR,SPREAD,GDPn,GDPr,GFC,Covid
1992-01-01,76.087,8.43,3.19854245,9.5,304.146,3381.2,61.4898,7.3,66.3,138.3,2.7,4084.7,7474.8,95776.0,798.98271,2473.1532,5.2,3.0,6315.72506222142,10177.8479087833,0,0
1992-02-01,76.156,8.76,3.62829159,9.8,301.542,3400.0,61.9299,7.4,66.2,138.6,2.6,4099.5,7507.2,95888.0,799.64038,2484.728,4.9,3.2800000000000002,6356.50307332598,10222.8681197931,0,0
1992-03-01,76.278,8.94,3.66026498,9.7,302.653,3403.9,62.449,7.4,66.4,139.1,2.6,4117.0,7513.8,95984.0,799.44211,2495.0398,6.1,3.56,6417.07786444543,10307.994876135,0,0
1992-04-01,76.346,8.85,3.78985987,9.8,305.007,3399.7,62.9312,7.4,66.5,139.4,3.0,4131.5,7535.0,96309.0,797.65814,2495.1205,6.1,3.7500000000000004,6443.25954373995,10314.3633666318,0,0
1992-05-01,76.399,8.67,3.74616997,9.8,307.8,3398.6,63.1359,7.6,66.6,139.7,2.9,4158.4,7570.2,96456.0,797.6679,2484.9213,6.0,3.57,6433.81019478882,10293.4286588597,0,0
1992-06-01,76.332,8.51,3.56857666,10.0,310.16,3393.4,63.1736,7.8,66.7,140.1,3.1,4177.1,7601.6,96586.0,797.27631,2480.2435,5.6,3.5,6535.21926146815,10433.8384122227,0,0
1992-07-01,76.264,8.13,3.35309944,9.5,313.067,3393.9,63.7408,7.7,66.7,140.5,2.7,4204.8,7595.9,96426.0,798.06816,2483.2688,5.3,3.59,6557.30366628735,10451.4014033632,0,0
1992-08-01,76.23100000000001,7.98,3.1248226,9.6,315.648,3398.8,63.3917,7.6,66.6,140.8,2.8,4220.9,7622.6,96383.0,799.8238,2485.1734,5.2,3.29,6556.89580685995,10431.1558914881,0,0
1992-09-01,76.23899999999999,7.92,2.95734236,8.6,318.242,3410.3,63.5927,7.6,66.5,141.1,3.0,4255.3,7586.9,96469.0,800.1989,2488.5423,5.0,3.1999999999999997,6585.72352684266,10465.8396872821,0,0
1992-10-01,76.377,8.09,2.72804375,7.9,320.192,3423.8,64.0282,7.3,66.2,141.7,2.8,4284.7,7537.9,96674.0,799.55599,2496.8837,5.1,3.4899999999999998,6637.24071676662,10525.040280529,0,0
1992-11-01,76.559,8.31,3.32463334,7.9,323.607,3426.5,64.2732,7.4,66.3,142.1,2.9,4300.5,7549.3,96766.0,802.69798,2500.8741,5.4,3.7800000000000002,6680.23262965584,10555.4685436058,0,0
1992-12-01,76.67399999999999,8.21,3.50968543,10.5,329.93,3424.7,64.3668,7.4,66.3,142.3,2.8,4336.4,7818.6,96665.0,806.11869,2497.4737,5.0,3.8499999999999996,6724.93565357308,10594.6802984364,0,0
1993-01-01,76.78399999999999,7.99,3.26790846,8.5,331.004,3419.1,64.6256,7.3,66.2,142.8,2.9,4340.7,7648.1,97001.0,809.32543,2490.1453,5.4,3.5799999999999996,6718.5074190551,10578.4159521124,0,0
1993-02-01,76.837,7.68,3.00478524,8.8,329.032,3414.5,64.929,7.1,66.2,143.1,3.2,4355.3,7684.5,97063.0,814.05892,2491.5555,5.3,3.23,6741.43037418919,10594.4593137538,0,0
1993-03-01,76.867,7.5,2.67342493,8.8,331.423,3411.7,64.872,7.0,66.2,143.3,3.1,4352.5,7660.8,97090.0,813.65629,2495.2723,5.4,2.9100000000000006,6728.43920676354,10555.1538533979,0,0
1993-04-01,76.936,7.47,2.77451693,8.7,335.24,3411.3,65.0611,7.1,66.1,143.8,3.0,4393.4,7700.6,97142.0,819.75694,2497.2182,4.7,3.01,6767.89014026366,10596.2366434347,0,0
1993-05-01,77.03699999999999,7.47,2.66472062,8.2,337.874,3436.9,64.8104,7.1,66.4,144.2,2.9,4422.4,7689.4,97195.0,819.75905,2519.8844,5.3,3.04,6824.30349982531,10659.3617762863,0,0
1993-06-01,77.243,7.42,2.76123734,7.7,342.488,3442.4,64.9553,7.0,66.5,144.3,3.5,4440.0,7675.1,97409.0,823.81181,2525.4133,5.2,2.92,6834.62335990271,10657.0951422835,0,0
1993-07-01,77.429,7.21,2.59179878,7.5,346.518,3442.0,65.1198,6.9,66.4,144.5,3.0,4468.9,7694.3,97703.0,829.51873,2521.3333,5.3,2.7499999999999996,6832.66355795935,10631.5896381434,0,0
1993-08-01,77.613,7.11,2.70290307,7.6,347.99,3445.7,65.0494,6.8,66.4,144.8,3.2,4481.1,7705.4,98203.0,834.23553,2516.7534,5.5,2.65,6874.14843033519,10675.0313145221,0,0
1993-09-01,77.795,6.92,2.45058069,6.8,350.609,3452.2,65.3882,6.7,66.2,145.0,3.0,4511.5,7684.4,98359.0,840.60298,2526.361,4.9,2.2700000000000005,6939.48201170808,10758.3326504275,0,0
1993-10-01,77.942,6.83,2.39884319,6.2,353.161,3456.7,65.8702,6.8,66.3,145.6,3.3,4532.8,7646.9,98472.0,847.61663,2517.6004,5.0,2.34,6944.53680486933,10753.400395376,0,0
1993-11-01,78.149,7.16,2.56229533,6.2,355.65,3470.1,66.1779,6.6,66.3,146.0,2.8,4554.1,7668.1,98579.0,856.52342,2521.1756,4.8,2.6999999999999997,7035.94344726745,10860.537654105,0,0
1993-12-01,78.32600000000001,7.17,2.72011647,9.0,361.769,3474.5,66.5602,6.5,66.4,146.3,3.0,4571.1,7929.4,98395.0,865.65058,2536.8683,4.5,2.8099999999999996,7060.73374786517,10887.1954015337,0,0
1994-01-01,78.59100000000001,7.06,2.77268493,7.0,363.472,3474.9,66.7722,6.6,66.6,146.3,2.8,4585.1,7780.4,97962.0,872.02182,2534.0105,5.9,2.7,7074.39000348501,10886.299405953,0,0
1994-02-01,78.727,7.15,2.62016875,6.4,363.041,3475.7,66.8068,6.6,66.6,146.7,2.8,4632.6,7795.0,98033.0,880.35286,2527.3608,5.0,2.7199999999999998,7122.90454015934,10947.6056771808,0,0
1994-03-01,78.85600000000001,7.68,2.97120305,6.7,366.398,3480.1,67.4832,6.5,66.5,147.1,3.0,4646.0,7820.5,97950.0,891.33316,2519.5671,4.8,3.1400000000000006,7149.66145634987,10982.6215350891,0,0
1994-04-01,78.987,8.32,3.65918278,6.3,370.681,3481.3,67.8771,6.4,66.5,147.2,3.0,4671.1,7820.4,98142.0,900.98953,2507.029,5.2,3.4099999999999997,7186.47379746954,11019.0889099987,0,0
1994-05-01,79.222,8.6,3.62457709,7.5,373.253,3490.8,68.1961,6.1,66.6,147.5,3.1,4669.5,7910.6,98214.0,912.8637,2516.7762,5.3,3.17,7290.04792407173,11127.6096430936,0,0
1994-06-01,79.423,8.4,3.59356552,6.8,378.375,3479.5,68.6526,6.1,66.4,147.9,2.7,4708.9,7898.1,98446.0,924.21602,2518.0015,6.2,2.8499999999999996,7264.27127845215,11114.5032462398,0,0
1994-07-01,79.595,8.61,3.7864194,6.9,383.478,3488.2,68.7353,6.1,66.4,148.4,2.9,4720.6,7905.0,98508.0,931.13474,2524.463,6.3,3.04,7299.32131445809,11118.5187070377,0,0
1994-08-01,79.782,8.51,3.58028405,6.4,384.194,3485.7,69.1954,6.0,66.6,149.0,3.1,4762.6,7914.4,98956.0,944.80317,2521.438,6.1,2.7700000000000005,7351.54351917898,11193.5682250774,0,0
1994-09-01,79.919,8.64,3.6371045,6.7,386.5,3486.1,69.4017,5.9,66.6,149.3,3.4,4775.0,7949.0,99316.0,957.3756,2522.6594,6.0,2.7299999999999995,7342.3601663699,11143.7430412168,0,0
1994-10-01,80.065,8.93,3.95662307,7.0,388.615,3484.3,69.969,5.8,66.7,149.4,3.0,4812.9,8024.4,99432.0,968.46871,2529.1626,5.6,2.9800000000000004,7429.1871888081,11246.9640530983,0,0
1994-11-01,80.15,9.17,4.10325275,6.9,393.215,3487.2,70.4367,5.6,66.7,149.8,3.2,4825.6,8023.9,99708.0,981.42611,2525.5246,6.3,2.67,7431.65395244113,11239.4596496662,0,0
1994-12-01,80.297,9.2,4.11695307,7.0,398.322,3486.4,71.1413,5.5,66.7,150.1,3.0,4841.6,8060.2,99640.0,997.30174,2530.674,6.6,2.3599999999999994,7505.02285875021,11353.0031451665,0,0
1995-01-01,80.42699999999999,9.15,4.24429022,7.3,400.687,3492.4,71.2762,5.6,66.8,150.5,3.0,4851.2,8086.0,99889.0,1010.39504,2543.1215,6.8,2.25,7542.27794083849,11356.4948438306,0,0
1995-02-01,80.528,8.83,4.05499673,7.7,396.37,3489.9,71.1904,5.4,66.8,150.9,3.0,4850.8,8102.0,99652.0,1018.55911,2544.9306,7.3,1.5499999999999998,7488.44572712239,11272.2017360728,0,0
1995-03-01,80.59899999999999,8.46,3.72098557,7.4,399.817,3491.1,71.2891,5.4,66.7,151.2,3.2,4885.4,8124.2,99776.0,1033.63209,2550.8648,6.8,1.2199999999999998,7536.14333204283,11331.1024412595,0,0
1995-04-01,80.661,8.32,3.6549273,6.8,404.773,3499.2,71.1623,5.8,66.9,151.8,3.3,4890.2,8064.0,99743.0,1043.69517,2552.4365,6.7,1.0099999999999998,7539.25560834126,11297.4004657933,0,0
1995-05-01,80.704,7.96,3.4204808,7.0,408.007,3524.2,71.5044,5.6,66.5,152.1,3.0,4933.1,8145.6,100013.0,1057.47083,2570.3742,6.3,0.6200000000000001,7560.6846320932,11327.5284360553,0,0
1995-06-01,80.78399999999999,7.57,2.90471287,6.5,409.062,3548.9,71.743,5.6,66.5,152.4,2.9,4977.5,8169.8,100041.0,1069.37791,2588.4987,5.8,0.16999999999999993,7643.05075956236,11436.6546292378,0,0
1995-07-01,80.937,7.61,2.93803016,6.9,411.218,3567.4,71.4459,5.7,66.6,152.6,2.9,4970.2,8187.8,99910.0,1077.737,2614.9421,5.6,0.4300000000000006,7630.41080159583,11379.8019732287,0,0
1995-08-01,81.11,7.86,3.14848844,6.6,410.193,3589.0,72.38,5.7,66.6,152.9,2.9,5005.3,8193.0,99910.0,1089.60205,2621.6778,6.1,0.75,7674.16073398516,11441.7486470446,0,0
1995-09-01,81.307,7.64,3.01759856,6.6,411.158,3602.1,72.6601,5.6,66.6,153.1,2.8,5020.5,8219.4,99802.0,1106.61268,2631.8293,6.3,0.40000000000000036,7744.80346441433,11529.941500098,0,0
1995-10-01,81.482,7.48,3.0097294,7.0,411.562,3613.4,72.5428,5.5,66.6,153.5,2.9,5013.9,8228.4,100363.0,1113.52851,2640.1257,6.3,0.28000000000000025,7747.15863961825,11480.5282015705,0,0
1995-11-01,81.619,7.38,2.88422441,6.4,413.359,3619.9,72.7178,5.6,66.5,153.7,2.8,5055.6,8250.5,100308.0,1132.16017,2639.1206,6.8,0.1299999999999999,7747.77262745445,11499.1652142094,0,0
1995-12-01,81.737,7.2,2.72215346,6.0,418.814,3629.5,72.9672,5.6,66.4,153.9,2.7,5097.5,8261.3,100417.0,1140.74436,2646.8729,6.4,0.11000000000000032,7822.82673292797,11605.6227369022,0,0
1996-01-01,81.834,7.03,2.64759197,6.5,418.642,3647.9,72.5866,5.6,66.4,154.7,2.8,5085.7,8272.1,100415.0,1153.2703,2681.6631,6.4,0.09000000000000075,7839.95755704617,11583.878783591,0,0
1996-02-01,81.954,7.08,2.59785872,6.6,412.776,3661.8,73.6389,5.5,66.6,155.0,2.8,5132.8,8335.8,100417.0,1163.09378,2676.1665,5.3,0.5899999999999999,7852.97103493453,11600.0689482016,0,0
1996-03-01,82.194,7.62,2.8972936,6.4,415.61,3686.9,73.5202,5.5,66.6,155.5,2.9,5173.3,8362.4,100585.0,1171.68426,2691.8582,6.2,0.96,7912.47540801795,11661.2254726814,0,0
1996-04-01,82.421,7.93,3.10833442,5.5,418.346,3697.7,74.2664,5.6,66.7,156.1,3.0,5208.0,8311.8,100826.0,1180.9031,2703.0552,6.0,1.29,8025.19629563498,11818.5669377865,0,0
1996-05-01,82.61,8.07,3.30502587,6.5,419.321,3709.6,74.8145,5.6,66.7,156.4,3.1,5223.8,8416.8,101157.0,1191.11369,2718.1631,5.9,1.5,8009.3070320013,11777.1315297726,0,0
1996-06-01,82.75200000000001,8.32,3.49408029,6.9,423.212,3722.5,75.3779,5.3,66.7,156.7,2.9,5229.8,8467.1,101264.0,1200.95002,2723.8678,6.0,1.6400000000000006,8064.0166723683,11830.6596549243,0,0
1996-07-01,82.929,8.25,3.36926055,6.5,427.991,3737.1,75.3754,5.5,66.9,157.0,3.0,5251.9,8444.0,101153.0,1211.89736,2735.4574,5.7,1.4699999999999998,8099.35444713499,11876.2673667449,0,0
1996-08-01,83.086,8.0,3.32941538,6.4,429.307,3744.0,75.7568,5.1,66.7,157.2,3.1,5275.0,8464.7,101076.0,1220.503,2742.7924,5.0,1.42,8123.03304024496,11909.6911321391,0,0
1996-09-01,83.256,8.23,3.52082209,6.4,431.945,3753.4,76.2304,5.2,66.9,157.7,3.2,5296.6,8483.9,101131.0,1225.27176,2763.6793,5.2,1.5300000000000002,8171.83651262291,11957.6826196439,0,0
1996-10-01,83.37700000000001,7.92,3.31834947,6.1,432.318,3772.8,76.2193,5.2,67.0,158.2,3.0,5328.5,8482.7,101230.0,1231.3361,2792.2353,5.6,1.29,8250.71234200307,12039.0391099708,0,0
1996-11-01,83.552,7.62,3.14164675,6.2,436.408,3795.1,76.8941,5.4,67.0,158.7,3.0,5351.2,8505.1,101201.0,1242.42191,2807.2612,5.2,0.8900000000000006,8281.79077470617,12061.6874023859,0,0
1996-12-01,83.721,7.6,2.95093511,6.1,443.041,3818.6,77.3731,5.4,67.0,159.1,3.0,5378.6,8533.1,101361.0,1253.43709,2829.1278,5.0,1.0099999999999998,8246.80988328272,12013.9650705224,0,0
1997-01-01,83.955,7.82,3.2548678,5.9,444.684,3834.6,77.5138,5.3,67.0,159.4,3.0,5411.1,8556.4,101374.0,1258.36528,2847.4318,4.7,1.33,8308.83795441977,12085.2345339167,0,0
1997-02-01,84.181,7.65,3.21337489,6.0,440.803,3846.3,78.4246,5.2,66.9,159.7,3.0,5434.0,8579.2,101825.0,1261.85081,2864.8209,4.5,1.2299999999999995,8385.61078299557,12170.7353524657,0,0
1997-03-01,84.45200000000001,7.9,3.3085558,6.1,443.188,3861.2,78.9266,5.2,67.1,159.8,2.8,5454.2,8619.0,101905.0,1264.14634,2892.7243,4.1,1.3000000000000007,8393.51626258903,12091.7627741826,0,0
1997-04-01,84.62299999999999,8.14,3.55047337,6.2,445.724,3877.0,78.9924,5.1,67.1,159.9,3.0,5459.3,8624.5,101886.0,1274.08738,2912.7913,4.7,1.38,8511.39967220518,12359.8467852702,0,0
1997-05-01,84.86200000000001,7.94,3.43698117,6.5,448.445,3889.2,79.4411,4.9,67.1,159.9,2.9,5460.2,8661.9,102090.0,1278.67842,2922.7936,4.6,1.21,8476.50486594665,12240.885039882,0,0
1997-06-01,85.08,7.69,3.27910832,6.3,451.597,3906.0,79.8048,5.0,67.1,160.2,2.8,5494.2,8689.7,102162.0,1282.85852,2951.2238,4.4,0.9300000000000006,8568.57046184934,12352.2256294603,0,0
1997-07-01,85.33200000000001,7.5,3.19987642,5.8,455.553,3923.9,80.48,4.9,67.2,160.4,2.7,5548.8,8723.1,102249.0,1288.78203,2980.6107,4.4,0.7000000000000002,8620.37136015646,12449.6217480541,0,0
1997-08-01,85.573,7.48,3.0885119,5.7,456.212,3957.4,81.2862,4.8,67.2,160.8,2.7,5587.0,8768.6,102371.0,1294.21924,3007.3333,4.3,0.7599999999999998,8655.67065516858,12482.0845227154,0,0
1997-09-01,85.851,7.43,3.15086952,5.9,458.926,3973.1,82.038,4.9,67.1,161.2,2.8,5601.7,8791.5,102680.0,1301.63497,3022.3058,4.2,0.6699999999999999,8712.42698466326,12482.6414494689,0,0
1997-10-01,86.147,7.29,3.01659074,5.9,459.988,3992.3,82.7657,4.7,67.1,161.5,2.8,5637.7,8834.8,102742.0,1309.38939,3046.7927,4.3,0.5300000000000002,8748.28338850791,12563.2151485422,0,0
1997-11-01,86.633,7.21,2.97295683,6.1,465.886,4014.8,83.4321,4.6,67.2,161.7,2.9,5661.1,8892.2,102739.0,1312.45718,3069.0808,3.9,0.3600000000000003,8736.38117946885,12535.8850047303,0,0
1997-12-01,87.09299999999999,7.1,2.91985104,6.1,475.1,4032.9,83.7826,4.7,67.2,161.8,2.8,5692.1,8944.3,102392.0,1324.75733,3078.7927,4.4,0.3099999999999996,8813.05643202766,12634.6563267209,0,0
1998-01-01,87.615,6.99,2.84030163,7.0,474.597,4056.2,84.1656,4.6,67.1,162.0,2.3,5689.9,9022.9,102875.0,1320.04402,3082.1889,4.0,-0.019999999999999574,8772.70256328555,12571.1371083613,0,0
1998-02-01,88.00299999999999,7.04,2.77706891,7.0,471.366,4088.9,84.3048,4.6,67.1,162.0,2.4,5723.8,9081.2,103014.0,1324.34272,3113.1966,3.9,0.0600000000000005,8894.51694179229,12753.623999941,0,0
1998-03-01,88.44200000000001,7.13,2.85251196,7.1,473.547,4114.3,84.3416,4.7,67.1,162.0,2.5,5750.3,9134.4,103370.0,1332.90344,3154.3869,4.1,0.16000000000000014,8932.22049491998,12787.6441746681,0,0
1998-04-01,88.87899999999999,7.14,2.84606553,6.9,475.776,4140.2,84.6263,4.3,67.0,162.2,2.4,5788.1,9164.1,103530.0,1360.45629,3165.9698,4.0,0.1899999999999995,8925.51520480501,12761.5627297647,0,0
1998-05-01,89.36399999999999,7.14,2.89304228,6.6,478.588,4164.4,85.1839,4.4,67.0,162.6,2.6,5837.9,9202.0,103417.0,1363.08086,3167.913,3.9,0.16000000000000014,8953.12691506874,12795.0290956885,0,0
1998-06-01,89.845,7.0,2.87099745,6.5,481.339,4184.1,84.6809,4.5,67.0,162.8,2.7,5871.7,9254.2,103617.0,1373.94233,3189.1505,3.8,-0.05999999999999961,9030.45488012845,12908.3673943363,0,0
1998-07-01,90.31,6.95,2.77070571,6.6,485.205,4203.8,84.3448,4.5,67.0,163.2,2.6,5890.0,9270.0,103396.0,1380.72085,3189.7955,4.0,-0.08000000000000007,9049.66624957995,12879.5323397932,0,0
1998-08-01,90.786,6.92,2.77934018,6.5,487.758,4228.7,86.0846,4.5,67.0,163.4,2.4,5925.0,9299.3,103346.0,1386.66645,3215.1735,4.1,-0.20999999999999996,9100.79176474599,12947.9118842735,0,0
1998-09-01,91.259,6.72,2.49623921,6.1,492.11,4267.6,85.9945,4.6,67.2,163.5,2.3,5965.6,9325.5,103735.0,1397.28973,3238.0575,4.1,-0.7000000000000002,9212.8329856733,13121.5135225009,0,0
1998-10-01,91.717,6.71,1.93514547,5.9,496.28,4307.7,86.5967,4.5,67.2,163.9,2.5,5998.8,9337.5,103910.0,1405.39666,3260.325,4.0,-0.54,9266.78962560379,13165.8863376434,0,0
1998-11-01,92.2,6.87,2.22103048,6.0,501.453,4346.4,86.5114,4.4,67.1,164.1,2.3,6015.4,9374.6,104022.0,1408.44269,3287.8945,3.5,0.0,9307.07769813419,13218.8948552684,0,0
1998-12-01,92.712,6.74,2.22957981,5.5,509.949,4375.2,86.8608,4.4,67.2,164.4,2.5,6070.5,9391.7,104175.0,1420.99644,3292.9977,3.8,-0.02999999999999936,9308.10567626915,13190.9007297609,0,0
1999-01-01,93.208,6.79,2.30815245,6.1,511.037,4402.6,87.2277,4.3,67.2,164.7,2.7,6073.9,9444.1,104285.0,1431.23693,3310.0069,3.9,0.08999999999999986,9357.78968034948,13223.6733934564,0,0
1999-02-01,93.672,6.81,2.36759019,6.0,509.743,4425.3,87.7266,4.4,67.2,164.7,2.5,6099.2,9476.2,104436.0,1441.31459,3312.4343,4.0,0.2400000000000002,9410.98078396814,13327.5915201,0,0
1999-03-01,94.218,7.04,2.71035881,5.6,514.41,4432.1,87.9203,4.2,67.0,164.8,2.7,6133.0,9484.1,104661.0,1450.87882,3324.3719,4.1,0.4200000000000008,9466.27553568477,13396.2248356585,0,0
1999-04-01,94.785,6.92,2.67778993,4.7,519.339,4460.7,88.1153,4.3,67.1,165.9,2.7,6199.5,9453.0,104522.0,1457.67057,3326.1829,3.9,0.4399999999999995,9496.04315736452,13396.4418823323,0,0
1999-05-01,95.344,7.15,2.70423805,4.4,522.494,4485.3,88.6554,4.2,67.1,166.0,2.8,6232.1,9469.3,104855.0,1468.14661,3336.6627,4.0,0.7999999999999998,9536.78422359056,13442.7642500845,0,0
1999-06-01,95.974,7.55,3.11656311,4.3,528.507,4507.2,88.5958,4.3,67.1,166.0,2.5,6260.3,9501.3,105070.0,1479.31532,3346.4575,3.9,1.1400000000000006,9545.80261903771,13441.8213086168,0,0
1999-07-01,96.592,7.63,3.0055618,4.4,533.772,4534.5,89.1235,4.3,67.1,166.7,2.7,6287.6,9519.0,105016.0,1492.3776,3355.2124,4.0,0.7999999999999998,9659.16286339771,13562.5182335558,0,0
1999-08-01,97.219,7.94,3.10154331,4.3,535.749,4551.7,89.5116,4.2,67.0,167.1,2.8,6331.9,9559.1,105166.0,1503.22661,3354.3196,4.0,0.8700000000000001,9660.67606631321,13601.7190394697,0,0
1999-09-01,97.862,7.82,3.16946543,3.7,541.305,4567.7,89.1361,4.2,67.0,167.8,2.7,6386.5,9546.7,105239.0,1511.05926,3370.1605,4.5,0.7000000000000002,9740.03907028724,13650.7999261115,0,0
1999-10-01,98.523,7.85,3.14292186,4.0,550.011,4591.5,90.2842,4.1,67.0,168.1,2.9,6411.4,9598.7,105335.0,1517.28183,3395.7245,4.2,0.9100000000000001,9819.69015758625,13720.4821011483,0,0
1999-11-01,99.154,7.74,3.14725353,4.1,565.429,4610.5,90.7631,4.1,67.1,168.4,2.9,6448.7,9660.9,105309.0,1525.33442,3424.7807,4.3,0.6100000000000003,9890.76133659228,13812.0058805619,0,0
1999-12-01,99.844,7.91,3.1922035,3.7,595.97,4638.0,91.4926,4.0,67.1,168.8,3.0,6541.0,9735.9,105214.0,1531.10596,3473.3125,4.3,0.9800000000000004,9990.05550581219,13951.8466462592,0,0
2000-01-01,100.552,8.21,3.41105112,4.5,594.679,4666.2,91.4251,4.0,67.3,169.3,3.0,6542.9,9799.9,105106.0,1538.52018,3479.4628,4.3,1.21,9924.2655858249,13812.3735451116,0,0
2000-02-01,101.339,8.33,3.51334339,4.0,566.144,4679.4,91.7357,4.1,67.3,170.0,2.9,6625.3,9837.9,105507.0,1549.18529,3493.9912,4.3,0.7899999999999991,9995.33512342703,13871.4880328886,0,0
2000-03-01,102.127,8.24,3.44034736,3.8,563.705,4710.2,92.0933,4.0,67.3,171.0,3.2,6686.5,9864.0,105267.0,1561.45069,3522.3426,4.3,0.41000000000000014,10086.9362907536,13951.1006466194,0,0
2000-04-01,102.922,8.15,3.20296665,4.3,564.734,4766.1,92.6838,3.8,67.3,170.9,3.2,6679.1,9913.7,105224.0,1570.52774,3555.9737,4.4,-0.02999999999999936,10224.8569601036,14133.2121117867,0,0
2000-05-01,103.678,8.52,3.3605311,4.3,565.836,4753.9,92.9376,4.0,67.1,171.2,3.0,6709.7,9954.5,105353.0,1583.50792,3572.8292,4.4,0.17000000000000082,10232.0352118877,14113.3773965955,0,0
2000-06-01,104.424,8.29,3.1278929,4.3,568.333,4771.8,93.0076,4.0,67.1,172.2,2.9,6746.9,9982.3,105312.0,1609.54804,3593.9513,4.8,-0.4300000000000006,10286.2678280114,14146.5320773134,0,0
2000-07-01,105.054,8.15,3.06235485,4.7,571.216,4789.4,92.8458,4.0,66.9,172.7,3.0,6768.5,10035.9,105693.0,1629.75144,3624.5629,4.1,-0.4900000000000002,10234.1998529404,14056.7196037601,0,0
2000-08-01,105.768,8.03,3.04561328,4.8,569.313,4817.5,92.5972,4.1,66.9,172.7,2.7,6802.8,10098.3,105647.0,1651.6154,3649.2123,4.4,-0.6699999999999999,10336.0396230045,14171.4245844507,0,0
2000-09-01,106.538,7.91,2.88599618,4.1,570.677,4853.2,92.9653,3.9,66.9,173.6,2.9,6888.6,10110.3,106061.0,1669.00081,3668.3001,4.0,-0.7199999999999998,10384.2555240501,14208.0732468986,0,0
2000-10-01,107.383,7.8,2.87662559,4.3,571.48,4869.2,92.6418,3.9,66.8,173.9,3.2,6893.8,10139.2,106360.0,1684.59932,3675.5809,4.0,-0.7699999999999996,10435.2226811796,14247.1567585319,0,0
2000-11-01,108.302,7.75,2.83313793,4.3,575.002,4880.3,92.6618,3.9,66.9,174.2,2.9,6909.8,10143.5,106364.0,1700.94454,3673.2537,4.2,-0.79,10445.4599920935,14232.5394417579,0,0
2000-12-01,109.14,7.38,2.63921042,4.1,583.118,4925.0,92.3459,3.9,67.0,174.6,2.8,6952.2,10164.3,106754.0,1716.96972,3715.2678,3.6,-1.1600000000000001,10426.5493267167,14210.5713069177,0,0
2001-01-01,109.846,7.03,2.25143294,4.5,585.106,4975.7,91.8903,4.2,67.2,175.6,3.0,6987.4,10211.7,106685.0,1729.85168,3760.4565,3.8,-0.8200000000000003,10467.691909442,14214.4817535484,0,0
2001-02-01,110.501,7.05,2.26701398,4.6,582.524,5014.1,91.2915,4.2,67.1,176.0,2.8,7001.8,10223.4,106829.0,1748.70202,3774.033,3.7,-0.39000000000000057,10463.0285006992,14185.3523115469,0,0
2001-03-01,111.109,6.95,2.26729473,4.9,585.082,5072.0,91.0526,4.3,67.2,176.1,2.8,6996.7,10254.4,106866.0,1760.54184,3801.2481,3.8,-0.41999999999999993,10479.9725898637,14150.9978836551,0,0
2001-04-01,111.652,7.08,2.22098391,4.8,587.928,5135.9,90.7293,4.4,66.9,176.4,3.1,7004.2,10233.1,106753.0,1773.09833,3844.9016,3.9,0.33999999999999986,10565.3472851811,14259.7013487287,0,0
2001-05-01,112.164,7.15,2.43341797,4.3,590.873,5133.0,90.2577,4.3,66.7,177.3,3.2,7052.8,10214.7,106807.0,1781.17746,3863.161,4.0,1.1799999999999997,10640.0200495179,14328.024039426,0,0
2001-06-01,112.796,7.16,2.52645602,4.2,594.37,5173.5,89.7677,4.5,66.7,177.7,3.0,7069.7,10218.1,106736.0,1792.36809,3879.5494,4.2,1.31,10591.632665307,14228.9490044869,0,0
2001-07-01,113.491,7.13,2.52836744,5.4,600.387,5203.4,89.226,4.6,66.8,177.4,2.6,7082.3,10370.7,106685.0,1797.35057,3893.8175,4.2,1.4700000000000002,10585.1642504692,14183.2212212273,0,0
2001-08-01,114.168,6.95,2.33436142,6.5,606.133,5237.2,89.1326,4.9,66.5,177.4,2.7,7121.7,10543.1,106766.0,1806.35904,3908.2958,4.4,1.3199999999999998,10699.2026532472,14347.2253131067,0,0
2001-09-01,114.812,6.82,2.17776797,6.9,613.558,5348.4,88.6679,5.0,66.8,178.1,2.8,7007.0,10452.8,107089.0,1814.25238,4040.8883,4.4,1.6600000000000006,10509.693096265,14114.575933236,0,0
2001-10-01,115.31,6.62,1.98693245,2.9,615.01,5337.1,88.3926,5.3,66.7,177.6,1.0,7212.9,10267.7,107432.0,1829.84026,3990.5515,4.3,2.08,10639.7662143181,14235.1400562421,0,0
2001-11-01,115.857,6.66,1.81476553,3.4,621.87,5380.8,87.8774,5.5,66.7,177.5,0.4,7182.3,10279.7,107669.0,1857.84279,4024.3034,4.1,2.5600000000000005,10587.6510515931,14159.4131142944,0,0
2001-12-01,116.455,7.07,2.0405763,3.7,630.276,5433.8,87.8344,5.7,66.7,177.4,1.8,7166.7,10298.9,107798.0,1867.85287,4077.1678,3.8,3.2699999999999996,10753.9777341012,14367.9745264784,0,0
2002-01-01,117.144,7.0,2.52349996,5.6,635.429,5454.1,88.4665,5.7,66.5,177.7,1.9,7184.6,10514.7,104481.0,1867.41869,4091.5752,4.2,3.31,10786.8985993465,14408.6872700904,0,0
