,CSUSHPISA,MORTGAGE30US,REAINTRATREARAT10Y,PSAVERT,CURRCIR,M2SL,INDPRO,UNRATE,CIVPART,CPIAUCSL,MICH,PCE,DSPIC96,TTLHHM156N,TOTALSL,DPSACBW027SBOG,MSACSR,SPREAD,GDPn,GDPr,GFC,Covid
2017-06-01,190.507,3.9,0.73611135,6.0,1555.21,13559.2,100.3233,4.3,62.8,244.163,2.6,13225.2,14618.7,118385.0,3727.03902,11721.3696,5.3,1.15,19557.4085663321,19613.3055070339,0,0
2017-07-01,191.445,3.97,0.72501612,6.0,1562.592,13618.7,100.0947,4.3,62.9,244.243,2.6,13263.3,14660.2,118490.0,3743.38905,11771.0116,5.8,1.17,19574.7668400416,19595.208973841,0,0
2017-08-01,192.661,3.88,0.67086016,6.1,1565.288,13673.7,99.6642,4.4,62.9,245.183,2.6,13294.6,14678.3,119118.0,3755.20038,11817.3109,6.1,1.05,19666.7429531634,19639.0329100403,0,0
2017-09-01,193.755,3.81,0.56521264,5.9,1578.295,13717.9,99.7686,4.3,63.1,246.435,2.7,13417.3,14706.0,119646.0,3770.25476,11865.6543,5.3,1.0500000000000003,19836.2752067294,19748.0319133412,0,0
2017-10-01,194.799,3.9,0.72914351,6.0,1583.264,13770.1,100.9981,4.2,62.7,246.626,2.4,13447.5,14748.6,120081.0,3794.1245,11933.8703,5.5,1.21,19882.6800190171,19760.7243183721,0,0
2017-11-01,195.947,3.92,0.75219045,5.6,1592.131,13799.9,101.2597,4.2,62.7,247.284,2.5,13540.6,14771.1,120210.0,3816.24197,11951.1383,4.8,1.1900000000000002,20067.4902307073,19911.9532257561,0,0
2017-12-01,197.163,3.95,0.57304923,5.0,1604.544,13857.9,101.4573,4.1,62.7,247.805,2.7,13666.1,14797.9,120263.0,3830.75167,11960.6957,5.6,1.0999999999999999,20161.0937502327,19974.3118193625,0,0
2018-01-01,198.305,4.03,0.87378801,5.7,1611.341,13869.7,101.3939,4.0,62.7,248.859,2.7,13703.3,14886.6,120269.0,3848.36722,11989.3179,6.0,1.1700000000000002,20247.7132826279,19997.9609576501,0,0
2018-02-01,199.226,4.33,1.08846929,5.8,1616.281,13912.3,101.7656,4.1,63.0,249.529,2.7,13738.7,14921.1,119795.0,3864.26423,11982.4982,5.7,1.44,20388.1074983015,20100.1937776315,0,0
2018-03-01,199.965,4.44,1.02953583,5.9,1633.038,13970.2,102.2441,4.0,62.9,249.577,2.8,13793.2,14974.8,119870.0,3876.98446,11999.3292,5.2,1.3299999999999998,20349.8382190821,20034.0443670801,0,0
2018-04-01,200.661,4.47,1.01435433,6.0,1639.951,13988.8,103.3468,4.0,62.9,250.227,2.7,13838.4,15007.2,121081.0,3884.46874,12083.4376,5.6,1.1800000000000002,20465.2462513912,20081.6791074751,0,0
2018-05-01,201.427,4.59,1.2160918,6.0,1650.879,14047.2,102.3911,3.8,62.9,250.792,2.8,13905.0,15057.8,121315.0,3901.13231,12108.4688,5.5,1.28,20622.0031188936,20183.9904118185,0,0
2018-06-01,202.232,4.57,1.24572814,6.3,1661.272,14103.6,103.1924,4.0,63.0,251.018,3.0,13930.4,15119.3,121325.0,3901.09759,12163.2251,5.8,1.09,20655.4866296327,20185.7699656616,0,0
2018-07-01,202.907,4.53,1.15523371,6.5,1669.057,14139.2,103.3334,3.8,63.0,251.214,2.9,13974.8,15184.7,120815.0,3923.98385,12202.787,6.0,0.9800000000000002,20748.3523954018,20255.0944183666,0,0
2018-08-01,203.68400000000003,4.55,1.25524162,6.6,1671.608,14181.3,104.0807,3.8,62.6,251.663,3.0,14014.0,15238.6,121307.0,3942.80786,12232.5401,6.5,0.9800000000000002,20806.9190887872,20287.7989772597,0,0
2018-09-01,204.343,4.63,1.1321469,6.8,1685.515,14212.9,104.1181,3.7,62.8,252.182,2.7,14017.8,15237.5,121940.0,3955.51337,12259.8338,6.6,1.05,20840.9185157215,20285.6044186873,0,0
2018-10-01,205.103,4.83,1.30012681,6.7,1690.132,14222.5,103.9397,3.8,62.9,252.772,2.9,14083.1,15274.1,122378.0,3974.37026,12303.6145,7.2,0.96,20892.5814759523,20286.8440440555,0,0
2018-11-01,205.656,4.87,1.30865835,6.5,1701.602,14236.8,104.0007,3.8,62.9,252.594,2.8,14162.9,15315.2,122474.0,3991.47546,12279.8959,6.4,0.9199999999999999,20914.0469941556,20304.3729665687,0,0
2018-12-01,206.138,4.64,1.25496666,8.4,1706.892,14362.7,103.9946,3.9,63.0,252.767,2.7,14051.6,15506.5,122556.0,4007.04189,12383.3208,7.6,0.56,20946.9725299069,20323.413081661,0,0
2019-01-01,206.522,4.46,1.04043434,8.2,1709.726,14430.0,103.373,4.0,63.1,252.718,2.7,14088.4,15501.7,122429.0,4027.24922,12466.3436,7.0,0.31000000000000005,21081.9595165541,20420.4689190344,0,0
2019-02-01,206.858,4.37,1.06818285,8.5,1707.784,14469.9,102.8292,3.8,63.1,253.322,2.6,14115.5,15553.7,122190.0,4040.80507,12503.5985,6.4,0.28000000000000025,21094.7957712501,20406.0763401708,0,0
2019-03-01,207.074,4.27,0.51720765,7.9,1719.262,14509.9,102.8286,3.8,63.0,254.202,2.5,14240.1,15568.9,122321.0,4053.03859,12565.3876,5.7,0.1599999999999997,21135.6437122084,20418.9296735222,0,0
2019-04-01,207.524,4.14,0.42030375,7.7,1726.409,14541.0,102.2481,3.7,62.8,255.211,2.5,14278.3,15524.4,122515.0,4070.4974,12617.2347,5.8,0.10999999999999988,21280.0486809258,20492.6802687312,0,0
2019-05-01,208.148,4.07,0.5404288,7.3,1732.227,14643.2,102.4192,3.6,62.9,255.29,2.9,14340.8,15519.6,122509.0,4083.63177,12680.8396,6.7,0.009999999999999787,21374.0166096707,20577.0070809366,0,0
2019-06-01,208.65,3.8,0.42130162,7.1,1737.761,14757.7,102.4893,3.6,63.0,255.159,2.7,14391.2,15546.4,122335.0,4092.28567,12764.1517,5.2,-0.31000000000000005,21500.2597094575,20683.9498153923,0,0
2019-07-01,209.281,3.77,0.44057188,6.8,1746.898,14840.6,102.0236,3.7,63.1,255.685,2.6,14471.8,15565.7,122333.0,4116.61616,12791.9923,5.9,-0.33999999999999986,21641.1151034728,20773.2025234758,0,0
2019-08-01,210.083,3.62,0.42005179,7.0,1749.115,14914.6,102.7754,3.6,63.1,256.059,2.7,14525.7,15654.1,122739.0,4130.97126,12832.4788,5.4,-0.5,21691.9046580846,20818.5884723985,0,0
2019-09-01,210.892,3.61,0.23500552,7.2,1762.662,15008.1,102.5315,3.5,63.2,256.511,2.8,14555.6,15691.3,123133.0,4144.08492,12912.3171,5.4,-0.3400000000000001,21749.8262384521,20860.9957142045,0,0
2019-10-01,211.779,3.69,0.36832453,7.3,1769.485,15140.8,101.6022,3.6,63.3,257.244,2.5,14584.0,15718.1,123820.0,4161.39164,13047.8307,5.3,-0.1200000000000001,21774.6392882765,20854.0067259888,0,0
2019-11-01,212.77,3.7,0.43361185,7.1,1785.601,15242.2,102.148,3.6,63.3,257.803,2.5,14678.6,15778.2,123827.0,4163.37466,13137.2659,5.4,0.26,21940.5704262324,21000.160759097,0,0
2019-12-01,213.911,3.72,0.51426493,6.4,1794.26,15320.7,101.884,3.6,63.3,258.616,2.3,14741.3,15684.8,124208.0,4192.19146,13182.2274,5.6,0.31000000000000005,21991.9602854377,20999.2836300422,0,0
2020-01-01,214.971,3.62,0.50509631,7.2,1798.984,15396.0,101.3768,3.6,63.3,259.037,2.5,14815.7,15852.5,124264.0,4208.09962,13265.0936,5.7,0.20999999999999996,22015.2859707777,20959.6729539189,0,1
2020-02-01,215.865,3.47,0.31598579,7.7,1795.984,15450.3,101.633,3.5,63.3,259.248,2.4,14810.7,15918.0,123949.0,4221.73598,13343.4513,5.6,-0.08000000000000007,22119.3550140964,21057.6525249811,0,1
2020-03-01,216.415,3.45,-0.12783745,12.5,1826.076,15978.7,97.6672,4.4,62.6,258.124,2.2,13793.0,15696.3,124960.0,4207.20806,13698.3317,6.5,0.21999999999999997,20984.8980150852,19980.2224293128,0,1
2020-04-01,216.823,3.31,-0.11159442,32.0,1887.38,16997.6,84.5979,14.8,60.1,256.092,2.1,12228.3,18020.2,126050.0,4143.65288,14608.2365,6.9,0.61,18943.087378377,18153.9512820093,0,1
2020-05-01,216.992,3.23,-0.02785652,22.7,1929.729,17851.1,85.9732,13.2,60.8,255.868,3.2,13251.4,17104.6,127045.0,4124.38374,15284.8237,5.4,0.62,19820.1379892957,18962.2282416896,0,1
2020-06-01,217.612,3.16,-0.15369936,18.4,1955.37,18131.7,91.5625,11.0,61.5,256.986,3.0,14027.1,17035.0,127245.0,4133.89116,15480.6605,3.8,0.65,20976.2036323406,19990.7279743714,0,1
2020-07-01,219.373,3.02,-0.3453445,17.9,1978.268,18286.3,95.0144,10.2,61.5,258.278,3.0,14285.1,17193.2,127279.0,4150.96163,15539.31,3.4,0.53,21402.5661906517,20313.31400375,0,1
2020-08-01,222.372,2.94,-0.407134,14.0,2004.524,18346.0,95.8881,8.4,61.7,259.411,3.1,14428.4,16525.8,127333.0,4145.4345,15536.029,3.3,0.55,21627.914995445,20495.8310833269,0,1
2020-09-01,225.821,2.89,-0.34333693,13.2,2026.246,18577.3,95.8444,7.8,61.5,260.029,2.6,14655.0,16607.9,125497.0,4161.629,15674.4271,3.4,0.5900000000000001,21912.4388139309,20729.8177406681,0,1
2020-10-01,229.747,2.83,-0.29173845,12.8,2040.201,18729.1,96.4292,6.8,61.7,260.286,2.6,14702.5,16561.9,125696.0,4166.29283,15771.5649,3.3,0.7000000000000001,22045.6282728567,20813.028724183,0,1
2020-11-01,233.183,2.77,-0.21395564,12.1,2055.633,18949.3,96.8564,6.7,61.5,260.813,2.8,14675.8,16368.1,125806.0,4169.805,15901.6727,4.0,0.78,21899.7510035029,20626.0807755294,0,1
2020-12-01,236.453,2.68,-0.23232146,12.0,2070.526,19114.4,97.9754,6.7,61.5,262.035,2.5,14801.8,16406.1,125913.0,4184.85257,16005.2105,4.1,0.8400000000000001,22128.1267236749,20737.1394412204,0,1
2021-01-01,239.52,2.74,-0.23501721,19.3,2093.534,19357.0,98.7836,6.4,61.3,262.65,3.0,15047.3,18107.3,125983.0,4196.98737,16168.3201,4.0,0.9900000000000001,22532.2533348354,21018.186308431,0,1
2021-02-01,242.365,2.81,-0.2308238,12.8,2100.216,19600.0,95.3744,6.2,61.4,263.638,3.3,14948.2,16604.9,125855.0,4214.76585,16354.6,4.9,1.18,22341.473958716,20760.0796839336,0,1
2021-03-01,245.478,3.08,0.01250687,26.1,2115.282,19840.5,98.1351,6.1,61.5,264.914,3.1,15657.6,20422.6,125993.0,4226.82451,16628.8731,4.4,1.54,22926.8277065335,21197.6213342686,0,1
2021-04-01,249.08,3.06,0.11804694,12.3,2154.819,20116.7,98.2886,6.1,61.6,266.67,3.4,15854.1,17316.6,125910.0,4243.28907,16890.2121,4.7,1.5699999999999998,23119.0446791367,21270.7813719504,0,1
2021-05-01,253.426,2.96,0.03694758,9.9,2167.934,20431.0,99.1508,5.8,61.5,268.444,4.6,15890.0,16819.1,126217.0,4270.91459,17093.9532,5.6,1.56,23291.4229634872,21306.998656392,0,0
2021-06-01,258.346,2.98,-0.00566485,8.7,2178.843,20506.6,99.5096,5.9,61.7,270.559,4.2,16108.5,16736.3,126338.0,4418.37831,17125.6428,5.8,1.44,23466.6183573952,21354.9750281522,0,0
2021-07-01,262.803,2.87,0.03504108,9.4,2186.118,20663.0,100.1231,5.4,61.8,271.764,4.7,16150.8,16836.1,126365.0,4436.62595,17229.6675,5.7,1.22,23662.9482964467,21430.5230911557,0,0
2021-08-01,266.796,2.84,-0.26101879,8.7,2187.596,20847.8,100.1255,5.1,61.8,272.87,4.6,16305.6,16791.7,126933.0,4453.62344,17374.9517,6.5,1.19,23817.0154265141,21468.8841168733,0,0
2021-09-01,270.343,2.9,-0.19473087,7.2,2194.822,20964.3,99.0614,4.7,61.7,274.028,4.6,16398.9,16564.3,127445.0,4477.85519,17522.3599,6.0,1.29,24006.9552770974,21553.8840070907,0,0
2021-10-01,273.72900000000004,3.07,0.08790114,6.6,2202.387,21115.6,100.3045,4.5,61.8,276.522,4.8,16613.8,16547.4,127386.0,4495.55003,17638.2476,6.8,1.5,24452.825817749,21779.3214744306,0,0
2021-11-01,277.17,3.07,0.16399788,6.2,2211.54,21315.8,101.1971,4.1,61.9,278.711,4.9,16741.6,16499.8,127357.0,4523.58452,17776.5153,6.0,1.48,24582.3761431823,21783.9098110144,0,0
2021-12-01,281.291,3.1,0.09168917,6.1,2223.817,21549.3,100.886,3.9,62.0,280.887,4.8,16799.2,16418.5,127549.0,4548.53616,17887.0374,5.6,1.39,24928.6070389822,21983.7891661834,0,0
2022-01-01,285.86,3.45,0.3194951,4.1,2233.526,21562.3,101.0227,4.0,62.2,282.599,4.9,16888.6,16080.8,127629.0,4566.0653,17976.4305,5.8,1.68,24859.845226406,21759.6222506334,0,0
2022-02-01,291.134,3.76,0.44159289,4.1,2231.98,21570.7,101.6766,3.8,62.2,284.61,4.9,16999.7,16092.7,127683.0,4597.74603,18022.025,6.2,1.8499999999999999,25013.6540798629,21747.3659932813,0,0
2022-03-01,296.446,4.17,0.34708992,3.4,2257.485,21697.9,102.478,3.6,62.3,287.472,5.4,17203.6,16028.1,127410.0,4636.41284,18082.5494,7.0,1.93,25213.8486937452,21713.7612514287,0,0
2022-04-01,300.566,4.98,0.94940027,3.1,2269.633,21677.1,102.7953,3.7,62.2,288.611,5.4,17310.5,16042.6,127832.0,4664.76321,18148.9766,8.5,2.42,25290.8064285462,21676.4763840377,0,0
2022-05-01,303.776,5.23,1.20389776,3.1,2272.078,21665.5,102.7769,3.6,62.3,291.268,5.3,17384.8,16023.2,128027.0,4691.51361,18116.2317,8.3,2.13,25554.4891136853,21721.7691028696,0,0
2022-06-01,304.693,5.52,1.02509351,2.7,2277.936,21666.1,102.6863,3.6,62.2,294.728,5.3,17550.0,15963.4,128111.0,4724.93985,18069.9161,9.5,1.9300000000000002,25787.5234577593,21730.4704688205,0,0
2022-07-01,303.851,5.41,1.06217493,3.5,2278.913,21703.6,103.1328,3.5,62.1,294.628,5.2,17556.4,16109.3,128138.0,4751.62076,18059.8678,10.1,1.22,25754.9486184235,21705.7772790022,0,0
2022-08-01,301.401,5.22,0.8556253,3.2,2275.173,21659.7,103.2344,3.6,62.4,295.32,4.8,17692.2,16161.4,128117.0,4779.19282,18044.0584,8.7,0.5699999999999998,26129.1477333567,21981.5536875292,0,0
2022-09-01,299.313,6.11,1.20424868,3.0,2280.151,21525.1,103.5283,3.5,62.3,296.539,4.7,17804.0,16184.9,128667.0,4806.78051,17941.9524,9.7,0.96,26099.8206482052,21870.339711254,0,0
2022-10-01,298.921,6.9,1.79733203,3.0,2284.461,21433.2,103.4114,3.6,62.3,297.987,5.0,17915.1,16223.5,129236.0,4842.16583,17790.2969,9.7,0.8999999999999999,26287.1486519279,21905.042062885,0,0
2022-11-01,298.209,6.81,1.93071305,3.3,2292.048,21399.3,103.0707,3.6,62.1,298.598,5.0,17892.5,16229.6,129341.0,4875.03905,17714.1473,9.4,0.11000000000000032,26463.0125014068,22011.1451325647,0,0
2022-12-01,297.346,6.36,1.57612515,3.4,2297.938,21358.3,101.4848,3.5,62.3,298.99,4.3,17943.6,16265.1,129612.0,4894.04256,17741.4223,8.5,-0.47999999999999954,26475.0538467427,22057.9827599924,0,0
2023-01-01,296.951,6.27,1.78309897,4.4,2300.46,21221.7,102.5478,3.4,62.4,300.536,3.9,18229.6,16601.9,129358.0,4916.13768,17714.4586,8.1,-0.8000000000000003,26731.5474866373,22121.4712229079,0,0
2023-02-01,297.517,6.26,1.42020217,4.7,2297.997,21099.8,102.5671,3.6,62.5,301.648,4.2,18296.5,16656.1,129400.0,4927.15816,17671.3415,8.4,-0.8200000000000003,26833.521195131,22112.5521405331,0,0
2023-03-01,298.67400000000004,6.54,2.05963636,5.2,2310.844,20876.0,102.6592,3.5,62.6,301.808,3.6,18282.6,16730.2,128942.0,4945.93754,17439.4138,8.1,-0.9900000000000002,26875.7343181404,22107.3412007859,0,0
2023-04-01,300.265,6.34,1.44391386,5.2,2323.44,20705.4,103.1512,3.4,62.6,302.918,4.7,18363.8,16763.9,129933.0,4960.31462,17254.8607,7.6,-1.37,26923.7021370165,22111.1131255362,0,0
2023-05-01,302.568,6.43,1.53690406,5.3,2333.155,20820.7,102.924,3.7,62.6,303.294,4.2,18407.8,16818.5,130190.0,4959.44635,17274.7781,7.2,-1.4899999999999998,27073.9534293978,22255.0420490802,0,0
2023-06-01,304.593,6.71,1.06063107,4.8,2342.699,20854.5,102.3002,3.6,62.6,303.841,3.3,18485.4,16809.5,130179.0,4971.61106,17316.8828,7.5,-1.33,27191.3804335868,22314.7509692496,0,0
2023-07-01,306.8,6.84,1.4260473,4.4,2340.641,20863.7,103.19,3.5,62.6,304.348,3.4,18595.4,16808.4,130278.0,4983.85483,17343.2912,7.1,-1.2200000000000002,27386.29910011197,22426.221180159508,0,0
2023-08-01,309.226,7.07,1.60209539,4.4,2330.824,20825.5,103.2411,3.8,62.8,306.269,3.5,18651.6,16814.6,130287.0,4969.45447,17325.1125,7.9,-1.1600000000000001,27624.36991062297,22505.479994611793,0,0
2023-09-01,311.255,7.2,1.69970754,3.8,2328.907,20755.3,103.3346,3.8,62.8,307.481,3.2,18791.5,16804.5,130593.0,4980.37201,17323.6952,7.4,-0.9500000000000002,27828.28750165293,22552.28350908714,0,0
